HouseID,Address,Street,kilowattsPerHourPerMonth,gallonsPerDayPerHouse
21140,2902 STEARNS HILL ROAD,STEARNS HILL ROAD,600,76
21180,2903 STEARNS HILL ROAD,STEARNS HILL ROAD,602,205
21137,2904 STEARNS HILL ROAD,STEARNS HILL ROAD,659,135
21139,2905 STEARNS HILL ROAD,STEARNS HILL ROAD,643,94
21143,2906 STEARNS HILL ROAD,STEARNS HILL ROAD,625,154
21110,2907 STEARNS HILL ROAD,STEARNS HILL ROAD,595,253
21182,2908 STEARNS HILL ROAD,STEARNS HILL ROAD,686,183
21112,2909 STEARNS HILL ROAD,STEARNS HILL ROAD,654,189
21184,2910 STEARNS HILL ROAD,STEARNS HILL ROAD,693,258
21181,2911 STEARNS HILL ROAD,STEARNS HILL ROAD,657,288
21178,2912 STEARNS HILL ROAD,STEARNS HILL ROAD,667,129
22238,3001 STEARNS HILL ROAD,STEARNS HILL ROAD,657,226
22242,3002 STEARNS HILL ROAD,STEARNS HILL ROAD,589,276
22241,3003 STEARNS HILL ROAD,STEARNS HILL ROAD,567,265
22237,3004 STEARNS HILL ROAD,STEARNS HILL ROAD,696,145
22236,3005 STEARNS HILL ROAD,STEARNS HILL ROAD,646,265
22232,3006 STEARNS HILL ROAD,STEARNS HILL ROAD,638,222
22234,3007 STEARNS HILL ROAD,STEARNS HILL ROAD,635,216
22233,3008 STEARNS HILL ROAD,STEARNS HILL ROAD,607,110
22240,3009 STEARNS HILL ROAD,STEARNS HILL ROAD,562,244
20736,301 STEARNS HILL ROAD,STEARNS HILL ROAD,682,177
22239,3010 STEARNS HILL ROAD,STEARNS HILL ROAD,647,263
22231,3011 STEARNS HILL ROAD,STEARNS HILL ROAD,670,194
22235,3012 STEARNS HILL ROAD,STEARNS HILL ROAD,670,64
20720,302 STEARNS HILL ROAD,STEARNS HILL ROAD,621,147
20737,303 STEARNS HILL ROAD,STEARNS HILL ROAD,573,189
20742,304 STEARNS HILL ROAD,STEARNS HILL ROAD,638,183
20740,305 STEARNS HILL ROAD,STEARNS HILL ROAD,582,71
20741,306 STEARNS HILL ROAD,STEARNS HILL ROAD,640,77
20745,307 STEARNS HILL ROAD,STEARNS HILL ROAD,566,87
20721,308 STEARNS HILL ROAD,STEARNS HILL ROAD,694,209
20739,309 STEARNS HILL ROAD,STEARNS HILL ROAD,601,150
20744,310 STEARNS HILL ROAD,STEARNS HILL ROAD,651,73
21318,3101 STEARNS HILL ROAD,STEARNS HILL ROAD,599,250
21347,3102 STEARNS HILL ROAD,STEARNS HILL ROAD,602,242
21340,3103 STEARNS HILL ROAD,STEARNS HILL ROAD,623,171
21317,3104 STEARNS HILL ROAD,STEARNS HILL ROAD,677,272
21344,3105 STEARNS HILL ROAD,STEARNS HILL ROAD,585,76
21346,3106 STEARNS HILL ROAD,STEARNS HILL ROAD,569,134
21228,3107 STEARNS HILL ROAD,STEARNS HILL ROAD,582,137
21316,3108 STEARNS HILL ROAD,STEARNS HILL ROAD,610,71
21342,3109 STEARNS HILL ROAD,STEARNS HILL ROAD,602,285
20738,311 STEARNS HILL ROAD,STEARNS HILL ROAD,569,176
21343,3110 STEARNS HILL ROAD,STEARNS HILL ROAD,663,288
21349,3111 STEARNS HILL ROAD,STEARNS HILL ROAD,558,268
21345,3112 STEARNS HILL ROAD,STEARNS HILL ROAD,676,126
21348,3113 STEARNS HILL ROAD,STEARNS HILL ROAD,551,129
21341,3114 STEARNS HILL ROAD,STEARNS HILL ROAD,592,124
21339,3115 STEARNS HILL ROAD,STEARNS HILL ROAD,665,151
20743,312 STEARNS HILL ROAD,STEARNS HILL ROAD,605,75
21650,3201 STEARNS HILL ROAD,STEARNS HILL ROAD,567,64
21688,3202 STEARNS HILL ROAD,STEARNS HILL ROAD,630,113
21649,3203 STEARNS HILL ROAD,STEARNS HILL ROAD,607,167
21687,3204 STEARNS HILL ROAD,STEARNS HILL ROAD,571,283
21770,3205 STEARNS HILL ROAD,STEARNS HILL ROAD,596,116
21805,3206 STEARNS HILL ROAD,STEARNS HILL ROAD,652,187
21685,3207 STEARNS HILL ROAD,STEARNS HILL ROAD,629,261
21804,3208 STEARNS HILL ROAD,STEARNS HILL ROAD,591,239
21648,3209 STEARNS HILL ROAD,STEARNS HILL ROAD,623,121
21803,3210 STEARNS HILL ROAD,STEARNS HILL ROAD,552,284
21686,3211 STEARNS HILL ROAD,STEARNS HILL ROAD,638,76
21771,3212 STEARNS HILL ROAD,STEARNS HILL ROAD,664,106
21434,3301 STEARNS HILL ROAD,STEARNS HILL ROAD,694,120
21433,3302 STEARNS HILL ROAD,STEARNS HILL ROAD,628,138
21423,3303 STEARNS HILL ROAD,STEARNS HILL ROAD,630,195
21424,3304 STEARNS HILL ROAD,STEARNS HILL ROAD,678,255
21436,3305 STEARNS HILL ROAD,STEARNS HILL ROAD,618,84
21432,3306 STEARNS HILL ROAD,STEARNS HILL ROAD,617,206
21429,3307 STEARNS HILL ROAD,STEARNS HILL ROAD,609,289
21427,3308 STEARNS HILL ROAD,STEARNS HILL ROAD,624,248
21422,3309 STEARNS HILL ROAD,STEARNS HILL ROAD,621,247
21430,3310 STEARNS HILL ROAD,STEARNS HILL ROAD,568,69
21428,3311 STEARNS HILL ROAD,STEARNS HILL ROAD,662,185
21431,3312 STEARNS HILL ROAD,STEARNS HILL ROAD,662,220
21435,3313 STEARNS HILL ROAD,STEARNS HILL ROAD,572,102
21425,3314 STEARNS HILL ROAD,STEARNS HILL ROAD,561,286
21426,3315 STEARNS HILL ROAD,STEARNS HILL ROAD,605,139
21042,3401 STEARNS HILL ROAD,STEARNS HILL ROAD,592,205
21046,3402 STEARNS HILL ROAD,STEARNS HILL ROAD,553,175
21047,3403 STEARNS HILL ROAD,STEARNS HILL ROAD,569,69
21045,3404 STEARNS HILL ROAD,STEARNS HILL ROAD,598,205
21048,3405 STEARNS HILL ROAD,STEARNS HILL ROAD,653,243
21044,3406 STEARNS HILL ROAD,STEARNS HILL ROAD,590,227
21043,3407 STEARNS HILL ROAD,STEARNS HILL ROAD,698,218
21038,3408 STEARNS HILL ROAD,STEARNS HILL ROAD,611,157
21360,3409 STEARNS HILL ROAD,STEARNS HILL ROAD,614,179
21040,3410 STEARNS HILL ROAD,STEARNS HILL ROAD,650,112
21041,3411 STEARNS HILL ROAD,STEARNS HILL ROAD,568,83
21039,3412 STEARNS HILL ROAD,STEARNS HILL ROAD,613,123
20991,3501 STEARNS HILL ROAD,STEARNS HILL ROAD,690,259
21728,3502 STEARNS HILL ROAD,STEARNS HILL ROAD,645,61
21721,3503 STEARNS HILL ROAD,STEARNS HILL ROAD,569,231
21724,3504 STEARNS HILL ROAD,STEARNS HILL ROAD,654,272
21727,3505 STEARNS HILL ROAD,STEARNS HILL ROAD,583,216
21722,3506 STEARNS HILL ROAD,STEARNS HILL ROAD,581,167
21718,3507 STEARNS HILL ROAD,STEARNS HILL ROAD,668,108
21723,3508 STEARNS HILL ROAD,STEARNS HILL ROAD,682,286
21719,3509 STEARNS HILL ROAD,STEARNS HILL ROAD,623,81
21720,3510 STEARNS HILL ROAD,STEARNS HILL ROAD,652,75
21725,3511 STEARNS HILL ROAD,STEARNS HILL ROAD,578,162
20989,3512 STEARNS HILL ROAD,STEARNS HILL ROAD,640,122
20990,3513 STEARNS HILL ROAD,STEARNS HILL ROAD,667,142
21726,3514 STEARNS HILL ROAD,STEARNS HILL ROAD,565,149
20992,3515 STEARNS HILL ROAD,STEARNS HILL ROAD,588,214
21729,3516 STEARNS HILL ROAD,STEARNS HILL ROAD,622,86
20731,3601 STEARNS HILL ROAD,STEARNS HILL ROAD,563,268
20728,3602 STEARNS HILL ROAD,STEARNS HILL ROAD,556,130
20725,3603 STEARNS HILL ROAD,STEARNS HILL ROAD,653,165
20859,3604 STEARNS HILL ROAD,STEARNS HILL ROAD,665,278
20858,3605 STEARNS HILL ROAD,STEARNS HILL ROAD,675,172
20857,3606 STEARNS HILL ROAD,STEARNS HILL ROAD,572,199
20730,3607 STEARNS HILL ROAD,STEARNS HILL ROAD,678,248
20726,3608 STEARNS HILL ROAD,STEARNS HILL ROAD,596,170
20729,3609 STEARNS HILL ROAD,STEARNS HILL ROAD,608,101
20860,3610 STEARNS HILL ROAD,STEARNS HILL ROAD,663,161
20724,3611 STEARNS HILL ROAD,STEARNS HILL ROAD,596,112
20747,3612 STEARNS HILL ROAD,STEARNS HILL ROAD,691,236
20727,3619 STEARNS HILL ROAD,STEARNS HILL ROAD,686,188
20709,3701 STEARNS HILL ROAD,STEARNS HILL ROAD,687,234
20753,3702 STEARNS HILL ROAD,STEARNS HILL ROAD,649,269
20755,3703 STEARNS HILL ROAD,STEARNS HILL ROAD,556,129
20719,3704 STEARNS HILL ROAD,STEARNS HILL ROAD,631,200
20756,3705 STEARNS HILL ROAD,STEARNS HILL ROAD,564,184
20752,3706 STEARNS HILL ROAD,STEARNS HILL ROAD,603,212
20757,3707 STEARNS HILL ROAD,STEARNS HILL ROAD,700,271
20705,3708 STEARNS HILL ROAD,STEARNS HILL ROAD,640,202
20704,3709 STEARNS HILL ROAD,STEARNS HILL ROAD,671,200
20708,3710 STEARNS HILL ROAD,STEARNS HILL ROAD,585,143
20707,3711 STEARNS HILL ROAD,STEARNS HILL ROAD,698,217
20751,3712 STEARNS HILL ROAD,STEARNS HILL ROAD,653,297
20754,3713 STEARNS HILL ROAD,STEARNS HILL ROAD,585,290
20706,3714 STEARNS HILL ROAD,STEARNS HILL ROAD,622,134
20710,3715 STEARNS HILL ROAD,STEARNS HILL ROAD,683,125
20931,3801 STEARNS HILL ROAD,STEARNS HILL ROAD,564,110
20905,3802 STEARNS HILL ROAD,STEARNS HILL ROAD,643,86
20933,3803 STEARNS HILL ROAD,STEARNS HILL ROAD,687,137
20902,3804 STEARNS HILL ROAD,STEARNS HILL ROAD,644,165
20903,3805 STEARNS HILL ROAD,STEARNS HILL ROAD,617,125
20934,3806 STEARNS HILL ROAD,STEARNS HILL ROAD,680,143
20904,3807 STEARNS HILL ROAD,STEARNS HILL ROAD,668,227
20901,3808 STEARNS HILL ROAD,STEARNS HILL ROAD,638,276
20932,3823 STEARNS HILL ROAD,STEARNS HILL ROAD,600,275
20885,3901 STEARNS HILL ROAD,STEARNS HILL ROAD,584,97
20886,3902 STEARNS HILL ROAD,STEARNS HILL ROAD,684,143
20887,3903 STEARNS HILL ROAD,STEARNS HILL ROAD,645,274
20888,3904 STEARNS HILL ROAD,STEARNS HILL ROAD,672,244
20884,3905 STEARNS HILL ROAD,STEARNS HILL ROAD,693,124
20883,3906 STEARNS HILL ROAD,STEARNS HILL ROAD,654,185
20881,3907 STEARNS HILL ROAD,STEARNS HILL ROAD,631,286
20882,3908 STEARNS HILL ROAD,STEARNS HILL ROAD,554,243
20878,3909 STEARNS HILL ROAD,STEARNS HILL ROAD,574,118
20880,3910 STEARNS HILL ROAD,STEARNS HILL ROAD,569,183
20912,3911 STEARNS HILL ROAD,STEARNS HILL ROAD,599,64
20879,3912 STEARNS HILL ROAD,STEARNS HILL ROAD,557,144
20791,4001 STEARNS HILL ROAD,STEARNS HILL ROAD,565,173
20793,4002 STEARNS HILL ROAD,STEARNS HILL ROAD,641,143
20718,4003 STEARNS HILL ROAD,STEARNS HILL ROAD,603,205
20794,4004 STEARNS HILL ROAD,STEARNS HILL ROAD,603,181
20789,4005 STEARNS HILL ROAD,STEARNS HILL ROAD,601,142
20796,4006 STEARNS HILL ROAD,STEARNS HILL ROAD,653,253
20993,4007 STEARNS HILL ROAD,STEARNS HILL ROAD,673,162
20994,4008 STEARNS HILL ROAD,STEARNS HILL ROAD,568,174
20788,4009 STEARNS HILL ROAD,STEARNS HILL ROAD,598,197
20939,401 STEARNS HILL ROAD,STEARNS HILL ROAD,572,161
20792,4010 STEARNS HILL ROAD,STEARNS HILL ROAD,626,143
20795,4011 STEARNS HILL ROAD,STEARNS HILL ROAD,633,187
20787,4012 STEARNS HILL ROAD,STEARNS HILL ROAD,599,205
20790,4013 STEARNS HILL ROAD,STEARNS HILL ROAD,582,249
20940,402 STEARNS HILL ROAD,STEARNS HILL ROAD,700,159
20811,403 STEARNS HILL ROAD,STEARNS HILL ROAD,690,259
20948,404 STEARNS HILL ROAD,STEARNS HILL ROAD,665,181
20945,405 STEARNS HILL ROAD,STEARNS HILL ROAD,653,290
20941,406 STEARNS HILL ROAD,STEARNS HILL ROAD,587,123
20946,407 STEARNS HILL ROAD,STEARNS HILL ROAD,639,220
20812,408 STEARNS HILL ROAD,STEARNS HILL ROAD,632,289
20947,409 STEARNS HILL ROAD,STEARNS HILL ROAD,594,181
20995,4096 STEARNS HILL ROAD,STEARNS HILL ROAD,574,238
20944,410 STEARNS HILL ROAD,STEARNS HILL ROAD,638,95
21766,4101 STEARNS HILL ROAD,STEARNS HILL ROAD,582,147
21398,4102 STEARNS HILL ROAD,STEARNS HILL ROAD,607,294
21767,4103 STEARNS HILL ROAD,STEARNS HILL ROAD,668,146
21744,4104 STEARNS HILL ROAD,STEARNS HILL ROAD,633,158
21765,4105 STEARNS HILL ROAD,STEARNS HILL ROAD,596,179
21768,4106 STEARNS HILL ROAD,STEARNS HILL ROAD,669,195
21747,4107 STEARNS HILL ROAD,STEARNS HILL ROAD,584,215
21746,4108 STEARNS HILL ROAD,STEARNS HILL ROAD,613,194
21745,4109 STEARNS HILL ROAD,STEARNS HILL ROAD,613,172
21396,411 STEARNS HILL ROAD,STEARNS HILL ROAD,561,262
21764,4110 STEARNS HILL ROAD,STEARNS HILL ROAD,628,252
21397,4111 STEARNS HILL ROAD,STEARNS HILL ROAD,690,85
21399,4112 STEARNS HILL ROAD,STEARNS HILL ROAD,556,273
20810,412 STEARNS HILL ROAD,STEARNS HILL ROAD,627,218
20942,413 STEARNS HILL ROAD,STEARNS HILL ROAD,655,280
20938,414 STEARNS HILL ROAD,STEARNS HILL ROAD,665,277
20943,415 STEARNS HILL ROAD,STEARNS HILL ROAD,575,121
21612,4201 STEARNS HILL ROAD,STEARNS HILL ROAD,683,264
21611,4202 STEARNS HILL ROAD,STEARNS HILL ROAD,587,285
21615,4203 STEARNS HILL ROAD,STEARNS HILL ROAD,666,184
21607,4204 STEARNS HILL ROAD,STEARNS HILL ROAD,673,108
21609,4205 STEARNS HILL ROAD,STEARNS HILL ROAD,690,245
21621,4206 STEARNS HILL ROAD,STEARNS HILL ROAD,613,183
21613,4207 STEARNS HILL ROAD,STEARNS HILL ROAD,597,151
21616,4208 STEARNS HILL ROAD,STEARNS HILL ROAD,638,63
21608,4209 STEARNS HILL ROAD,STEARNS HILL ROAD,586,253
21617,4210 STEARNS HILL ROAD,STEARNS HILL ROAD,614,122
21610,4211 STEARNS HILL ROAD,STEARNS HILL ROAD,634,179
21618,4212 STEARNS HILL ROAD,STEARNS HILL ROAD,563,212
21620,4213 STEARNS HILL ROAD,STEARNS HILL ROAD,694,70
21614,4214 STEARNS HILL ROAD,STEARNS HILL ROAD,567,232
21619,4215 STEARNS HILL ROAD,STEARNS HILL ROAD,553,272
20963,4301 STEARNS HILL ROAD,STEARNS HILL ROAD,570,193
20961,4302 STEARNS HILL ROAD,STEARNS HILL ROAD,580,266
20964,4303 STEARNS HILL ROAD,STEARNS HILL ROAD,571,100
20966,4304 STEARNS HILL ROAD,STEARNS HILL ROAD,591,258
20965,4305 STEARNS HILL ROAD,STEARNS HILL ROAD,576,162
20962,4306 STEARNS HILL ROAD,STEARNS HILL ROAD,596,296
20844,4401 STEARNS HILL ROAD,STEARNS HILL ROAD,575,61
20837,4402 STEARNS HILL ROAD,STEARNS HILL ROAD,600,80
20839,4403 STEARNS HILL ROAD,STEARNS HILL ROAD,584,106
20840,4404 STEARNS HILL ROAD,STEARNS HILL ROAD,661,267
20822,4405 STEARNS HILL ROAD,STEARNS HILL ROAD,581,217
20838,4406 STEARNS HILL ROAD,STEARNS HILL ROAD,665,138
20835,4407 STEARNS HILL ROAD,STEARNS HILL ROAD,644,261
20842,4408 STEARNS HILL ROAD,STEARNS HILL ROAD,669,150
20821,4409 STEARNS HILL ROAD,STEARNS HILL ROAD,627,198
20845,4410 STEARNS HILL ROAD,STEARNS HILL ROAD,599,219
20834,4411 STEARNS HILL ROAD,STEARNS HILL ROAD,630,82
20843,4412 STEARNS HILL ROAD,STEARNS HILL ROAD,664,118
20820,4413 STEARNS HILL ROAD,STEARNS HILL ROAD,617,119
20841,4414 STEARNS HILL ROAD,STEARNS HILL ROAD,685,280
20836,4415 STEARNS HILL ROAD,STEARNS HILL ROAD,597,283
20405,4501 STEARNS HILL ROAD,STEARNS HILL ROAD,690,203
20406,4502 STEARNS HILL ROAD,STEARNS HILL ROAD,683,149
20429,4503 STEARNS HILL ROAD,STEARNS HILL ROAD,668,129
20402,4504 STEARNS HILL ROAD,STEARNS HILL ROAD,575,97
20398,4505 STEARNS HILL ROAD,STEARNS HILL ROAD,700,292
20430,4506 STEARNS HILL ROAD,STEARNS HILL ROAD,632,70
20407,4507 STEARNS HILL ROAD,STEARNS HILL ROAD,570,77
20399,4508 STEARNS HILL ROAD,STEARNS HILL ROAD,686,143
20403,4509 STEARNS HILL ROAD,STEARNS HILL ROAD,698,241
20401,4510 STEARNS HILL ROAD,STEARNS HILL ROAD,644,169
20404,4511 STEARNS HILL ROAD,STEARNS HILL ROAD,676,87
20400,4512 STEARNS HILL ROAD,STEARNS HILL ROAD,688,70
20784,4601 STEARNS HILL ROAD,STEARNS HILL ROAD,550,98
20749,4602 STEARNS HILL ROAD,STEARNS HILL ROAD,691,199
20780,4603 STEARNS HILL ROAD,STEARNS HILL ROAD,658,195
20781,4604 STEARNS HILL ROAD,STEARNS HILL ROAD,558,146
20773,4605 STEARNS HILL ROAD,STEARNS HILL ROAD,579,188
20774,4606 STEARNS HILL ROAD,STEARNS HILL ROAD,606,189
20778,4607 STEARNS HILL ROAD,STEARNS HILL ROAD,629,222
20783,4608 STEARNS HILL ROAD,STEARNS HILL ROAD,645,97
20777,4609 STEARNS HILL ROAD,STEARNS HILL ROAD,653,158
20779,4610 STEARNS HILL ROAD,STEARNS HILL ROAD,660,283
20785,4611 STEARNS HILL ROAD,STEARNS HILL ROAD,635,61
20748,4612 STEARNS HILL ROAD,STEARNS HILL ROAD,682,119
20776,4613 STEARNS HILL ROAD,STEARNS HILL ROAD,649,273
20782,4614 STEARNS HILL ROAD,STEARNS HILL ROAD,670,193
20775,4615 STEARNS HILL ROAD,STEARNS HILL ROAD,670,256
20470,4701 STEARNS HILL ROAD,STEARNS HILL ROAD,647,201
20537,4702 STEARNS HILL ROAD,STEARNS HILL ROAD,588,136
20533,4703 STEARNS HILL ROAD,STEARNS HILL ROAD,589,107
20472,4704 STEARNS HILL ROAD,STEARNS HILL ROAD,689,215
20439,4705 STEARNS HILL ROAD,STEARNS HILL ROAD,584,279
20535,4706 STEARNS HILL ROAD,STEARNS HILL ROAD,681,158
20534,4707 STEARNS HILL ROAD,STEARNS HILL ROAD,686,255
20471,4708 STEARNS HILL ROAD,STEARNS HILL ROAD,653,68
20538,4709 STEARNS HILL ROAD,STEARNS HILL ROAD,642,150
20469,4710 STEARNS HILL ROAD,STEARNS HILL ROAD,562,113
20536,4711 STEARNS HILL ROAD,STEARNS HILL ROAD,615,275
20468,4712 STEARNS HILL ROAD,STEARNS HILL ROAD,686,99
20998,4801 STEARNS HILL ROAD,STEARNS HILL ROAD,599,238
20984,4802 STEARNS HILL ROAD,STEARNS HILL ROAD,597,82
20996,4803 STEARNS HILL ROAD,STEARNS HILL ROAD,595,171
20999,4804 STEARNS HILL ROAD,STEARNS HILL ROAD,553,108
20982,4805 STEARNS HILL ROAD,STEARNS HILL ROAD,588,264
20997,4806 STEARNS HILL ROAD,STEARNS HILL ROAD,635,101
20980,4807 STEARNS HILL ROAD,STEARNS HILL ROAD,578,63
20983,4808 STEARNS HILL ROAD,STEARNS HILL ROAD,636,64
20896,4809 STEARNS HILL ROAD,STEARNS HILL ROAD,613,101
20981,4810 STEARNS HILL ROAD,STEARNS HILL ROAD,571,93
21000,4811 STEARNS HILL ROAD,STEARNS HILL ROAD,649,150
21001,4812 STEARNS HILL ROAD,STEARNS HILL ROAD,589,276
20897,4813 STEARNS HILL ROAD,STEARNS HILL ROAD,626,202
20979,4814 STEARNS HILL ROAD,STEARNS HILL ROAD,550,262
21002,4815 STEARNS HILL ROAD,STEARNS HILL ROAD,667,185
20295,4901 STEARNS HILL ROAD,STEARNS HILL ROAD,625,257
20290,4902 STEARNS HILL ROAD,STEARNS HILL ROAD,646,250
20297,4903 STEARNS HILL ROAD,STEARNS HILL ROAD,594,102
20289,4904 STEARNS HILL ROAD,STEARNS HILL ROAD,630,267
20291,4905 STEARNS HILL ROAD,STEARNS HILL ROAD,584,295
20293,4906 STEARNS HILL ROAD,STEARNS HILL ROAD,556,235
20294,4907 STEARNS HILL ROAD,STEARNS HILL ROAD,583,221
20292,4908 STEARNS HILL ROAD,STEARNS HILL ROAD,553,92
20296,4909 STEARNS HILL ROAD,STEARNS HILL ROAD,627,255
20651,5001 STEARNS HILL ROAD,STEARNS HILL ROAD,691,285
20656,5002 STEARNS HILL ROAD,STEARNS HILL ROAD,692,244
20649,5003 STEARNS HILL ROAD,STEARNS HILL ROAD,620,178
20652,5004 STEARNS HILL ROAD,STEARNS HILL ROAD,687,89
20654,5005 STEARNS HILL ROAD,STEARNS HILL ROAD,670,203
20655,5006 STEARNS HILL ROAD,STEARNS HILL ROAD,564,155
20653,5007 STEARNS HILL ROAD,STEARNS HILL ROAD,626,77
20650,5008 STEARNS HILL ROAD,STEARNS HILL ROAD,691,198
20867,501 STEARNS HILL ROAD,STEARNS HILL ROAD,648,241
20873,502 STEARNS HILL ROAD,STEARNS HILL ROAD,684,69
20875,503 STEARNS HILL ROAD,STEARNS HILL ROAD,623,228
20872,504 STEARNS HILL ROAD,STEARNS HILL ROAD,658,64
20869,505 STEARNS HILL ROAD,STEARNS HILL ROAD,560,76
20868,506 STEARNS HILL ROAD,STEARNS HILL ROAD,616,276
20874,507 STEARNS HILL ROAD,STEARNS HILL ROAD,565,276
20871,508 STEARNS HILL ROAD,STEARNS HILL ROAD,656,195
20870,509 STEARNS HILL ROAD,STEARNS HILL ROAD,614,235
20588,5101 STEARNS HILL ROAD,STEARNS HILL ROAD,642,164
20564,5102 STEARNS HILL ROAD,STEARNS HILL ROAD,664,102
20589,5103 STEARNS HILL ROAD,STEARNS HILL ROAD,561,282
20591,5104 STEARNS HILL ROAD,STEARNS HILL ROAD,629,247
20567,5105 STEARNS HILL ROAD,STEARNS HILL ROAD,678,246
20562,5106 STEARNS HILL ROAD,STEARNS HILL ROAD,670,283
20568,5107 STEARNS HILL ROAD,STEARNS HILL ROAD,551,177
20565,5108 STEARNS HILL ROAD,STEARNS HILL ROAD,671,224
20563,5109 STEARNS HILL ROAD,STEARNS HILL ROAD,685,267
20566,5110 STEARNS HILL ROAD,STEARNS HILL ROAD,652,115
20590,5111 STEARNS HILL ROAD,STEARNS HILL ROAD,681,250
20561,5112 STEARNS HILL ROAD,STEARNS HILL ROAD,579,205
20509,5201 STEARNS HILL ROAD,STEARNS HILL ROAD,552,185
20507,5202 STEARNS HILL ROAD,STEARNS HILL ROAD,584,174
20508,5203 STEARNS HILL ROAD,STEARNS HILL ROAD,651,211
20512,5204 STEARNS HILL ROAD,STEARNS HILL ROAD,670,205
20504,5205 STEARNS HILL ROAD,STEARNS HILL ROAD,572,142
20621,5206 STEARNS HILL ROAD,STEARNS HILL ROAD,551,154
20513,5207 STEARNS HILL ROAD,STEARNS HILL ROAD,690,121
20511,5208 STEARNS HILL ROAD,STEARNS HILL ROAD,587,168
20510,5209 STEARNS HILL ROAD,STEARNS HILL ROAD,600,155
20506,5210 STEARNS HILL ROAD,STEARNS HILL ROAD,660,109
20505,5211 STEARNS HILL ROAD,STEARNS HILL ROAD,635,212
20620,5212 STEARNS HILL ROAD,STEARNS HILL ROAD,621,201
20385,5301 STEARNS HILL ROAD,STEARNS HILL ROAD,651,129
20384,5302 STEARNS HILL ROAD,STEARNS HILL ROAD,685,295
20383,5303 STEARNS HILL ROAD,STEARNS HILL ROAD,656,203
20360,5304 STEARNS HILL ROAD,STEARNS HILL ROAD,640,117
20362,5305 STEARNS HILL ROAD,STEARNS HILL ROAD,650,203
20361,5306 STEARNS HILL ROAD,STEARNS HILL ROAD,695,95
20396,5401 STEARNS HILL ROAD,STEARNS HILL ROAD,685,82
20415,5402 STEARNS HILL ROAD,STEARNS HILL ROAD,633,196
20417,5403 STEARNS HILL ROAD,STEARNS HILL ROAD,627,136
20413,5404 STEARNS HILL ROAD,STEARNS HILL ROAD,656,299
20414,5405 STEARNS HILL ROAD,STEARNS HILL ROAD,606,84
20419,5406 STEARNS HILL ROAD,STEARNS HILL ROAD,552,182
20397,5407 STEARNS HILL ROAD,STEARNS HILL ROAD,633,171
20416,5408 STEARNS HILL ROAD,STEARNS HILL ROAD,552,299
20418,5409 STEARNS HILL ROAD,STEARNS HILL ROAD,595,148
21504,5501 STEARNS HILL ROAD,STEARNS HILL ROAD,665,277
21509,5502 STEARNS HILL ROAD,STEARNS HILL ROAD,680,210
21506,5503 STEARNS HILL ROAD,STEARNS HILL ROAD,578,222
21512,5504 STEARNS HILL ROAD,STEARNS HILL ROAD,589,230
21507,5505 STEARNS HILL ROAD,STEARNS HILL ROAD,677,267
21510,5506 STEARNS HILL ROAD,STEARNS HILL ROAD,583,135
21505,5507 STEARNS HILL ROAD,STEARNS HILL ROAD,613,252
21511,5508 STEARNS HILL ROAD,STEARNS HILL ROAD,616,243
21503,5509 STEARNS HILL ROAD,STEARNS HILL ROAD,642,109
21502,5510 STEARNS HILL ROAD,STEARNS HILL ROAD,645,88
21508,5511 STEARNS HILL ROAD,STEARNS HILL ROAD,565,180
21394,5512 STEARNS HILL ROAD,STEARNS HILL ROAD,618,90
21393,5513 STEARNS HILL ROAD,STEARNS HILL ROAD,557,226
21395,5514 STEARNS HILL ROAD,STEARNS HILL ROAD,557,155
21392,5515 STEARNS HILL ROAD,STEARNS HILL ROAD,603,194
21214,5601 STEARNS HILL ROAD,STEARNS HILL ROAD,685,217
21215,5602 STEARNS HILL ROAD,STEARNS HILL ROAD,646,192
21796,5603 STEARNS HILL ROAD,STEARNS HILL ROAD,635,260
21816,5604 STEARNS HILL ROAD,STEARNS HILL ROAD,611,60
21817,5605 STEARNS HILL ROAD,STEARNS HILL ROAD,699,86
21794,5606 STEARNS HILL ROAD,STEARNS HILL ROAD,595,204
21234,5607 STEARNS HILL ROAD,STEARNS HILL ROAD,599,119
21814,5608 STEARNS HILL ROAD,STEARNS HILL ROAD,578,244
21797,5609 STEARNS HILL ROAD,STEARNS HILL ROAD,685,162
21213,5610 STEARNS HILL ROAD,STEARNS HILL ROAD,634,138
21815,5611 STEARNS HILL ROAD,STEARNS HILL ROAD,562,288
21799,5612 STEARNS HILL ROAD,STEARNS HILL ROAD,627,192
21798,5613 STEARNS HILL ROAD,STEARNS HILL ROAD,638,204
21795,5614 STEARNS HILL ROAD,STEARNS HILL ROAD,561,241
21793,5615 STEARNS HILL ROAD,STEARNS HILL ROAD,652,109
20632,5701 STEARNS HILL ROAD,STEARNS HILL ROAD,658,192
20639,5702 STEARNS HILL ROAD,STEARNS HILL ROAD,637,193
20181,5703 STEARNS HILL ROAD,STEARNS HILL ROAD,668,91
20673,5704 STEARNS HILL ROAD,STEARNS HILL ROAD,587,85
20635,5705 STEARNS HILL ROAD,STEARNS HILL ROAD,648,214
20637,5706 STEARNS HILL ROAD,STEARNS HILL ROAD,571,255
20634,5707 STEARNS HILL ROAD,STEARNS HILL ROAD,654,250
20636,5708 STEARNS HILL ROAD,STEARNS HILL ROAD,687,121
